id,level,type,prompt_he,prompt_en,answer_thai,answer_roman,answer_he,answer_en,source_vocab_id
qv19_0133,3,mcq_read_meaning,מה המשמעות של อร่อย (a¹-roi²)?,What does อร่อย (a¹-roi²) mean?,อร่อย,a¹-roi²,טעים,delicious,vocab_0046
qv19_0134,3,write_he_to_thai,כתוב בתאית: טעים — delicious (a¹-roi²),Write in Thai: delicious — טעים (a¹-roi²),อร่อย,a¹-roi²,טעים,delicious,vocab_0046
qv19_0135,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: a¹-roi² — טעים / delicious,Write Thai from romanization: a¹-roi² — delicious / טעים,อร่อย,a¹-roi²,טעים,delicious,vocab_0046
qv19_0136,3,mcq_read_meaning,מה המשמעות של นิดหน่อย (nit-noi²)?,What does นิดหน่อย (nit-noi²) mean?,นิดหน่อย,nit-noi²,קצת,a little,vocab_0047
qv19_0137,3,write_he_to_thai,כתוב בתאית: קצת — a little (nit-noi²),Write in Thai: a little — קצת (nit-noi²),นิดหน่อย,nit-noi²,קצת,a little,vocab_0047
qv19_0138,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nit-noi² — קצת / a little,Write Thai from romanization: nit-noi² — a little / קצת,นิดหน่อย,nit-noi²,קצת,a little,vocab_0047
qv19_0139,1,mcq_read_meaning,מה המשמעות של จะ (ja²)?,What does จะ (ja²) mean?,จะ,ja²,מילת עתיד,future marker / will,vocab_0048
qv19_0140,1,write_he_to_thai,כתוב בתאית: מילת עתיד — future marker / will (ja²),Write in Thai: future marker / will — מילת עתיד (ja²),จะ,ja²,מילת עתיד,future marker / will,vocab_0048
qv19_0141,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: ja² — מילת עתיד / future marker / will,Write Thai from romanization: ja² — future marker / will / מילת עתיד,จะ,ja²,מילת עתיד,future marker / will,vocab_0048
qv19_0142,5,mcq_read_meaning,מה המשמעות של กินอะไร (gin¹ a¹-rai¹?)?,What does กินอะไร (gin¹ a¹-rai¹?) mean?,กินอะไร,gin¹ a¹-rai¹?,מה אתה אוכל?,What are you eating?,vocab_0049
qv19_0143,5,write_he_to_thai,כתוב בתאית: מה אתה אוכל? — What are you eating? (gin¹ a¹-rai¹?),Write in Thai: What are you eating? — מה אתה אוכל? (gin¹ a¹-rai¹?),กินอะไร,gin¹ a¹-rai¹?,מה אתה אוכל?,What are you eating?,vocab_0049
qv19_0144,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: gin¹ a¹-rai¹? — מה אתה אוכל? / What are you eating?,Write Thai from romanization: gin¹ a¹-rai¹? — What are you eating? / מה אתה אוכל?,กินอะไร,gin¹ a¹-rai¹?,מה אתה אוכל?,What are you eating?,vocab_0049
qv19_0145,4,mcq_read_meaning,מה המשמעות של ผม/ฉันรักคุณ (pom⁵/chan⁵ rak¹ kun¹)?,What does ผม/ฉันรักคุณ (pom⁵/chan⁵ rak¹ kun¹) mean?,ผม/ฉันรักคุณ,pom⁵/chan⁵ rak¹ kun¹,אני אוהב/ת אותך,I love you,vocab_0050
qv19_0146,4,write_he_to_thai,כתוב בתאית: אני אוהב/ת אותך — I love you (pom⁵/chan⁵ rak¹ kun¹),Write in Thai: I love you — אני אוהב/ת אותך (pom⁵/chan⁵ rak¹ kun¹),ผม/ฉันรักคุณ,pom⁵/chan⁵ rak¹ kun¹,אני אוהב/ת אותך,I love you,vocab_0050
qv19_0147,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: pom⁵/chan⁵ rak¹ kun¹ — אני אוהב/ת אותך / I love you,Write Thai from romanization: pom⁵/chan⁵ rak¹ kun¹ — I love you / אני אוהב/ת אותך,ผม/ฉันรักคุณ,pom⁵/chan⁵ rak¹ kun¹,אני אוהב/ת אותך,I love you,vocab_0050
qv19_0148,5,mcq_read_meaning,מה המשמעות של คุณรักผม/ฉันไหม (khun rak phom/chan mai?)?,What does คุณรักผม/ฉันไหม (khun rak phom/chan mai?) mean?,คุณรักผม/ฉันไหม,khun rak phom/chan mai?,אתה אוהב אותי?,Do you love me?,vocab_0051
qv19_0149,5,write_he_to_thai,כתוב בתאית: אתה אוהב אותי? — Do you love me? (khun rak phom/chan mai?),Write in Thai: Do you love me? — אתה אוהב אותי? (khun rak phom/chan mai?),คุณรักผม/ฉันไหม,khun rak phom/chan mai?,אתה אוהב אותי?,Do you love me?,vocab_0051
qv19_0150,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: khun rak phom/chan mai? — אתה אוהב אותי? / Do you love me?,Write Thai from romanization: khun rak phom/chan mai? — Do you love me? / אתה אוהב אותי?,คุณรักผม/ฉันไหม,khun rak phom/chan mai?,אתה אוהב אותי?,Do you love me?,vocab_0051
qv19_0151,1,mcq_read_meaning,מה המשמעות של เปิด (bpoed²)?,What does เปิด (bpoed²) mean?,เปิด,bpoed²,להדליק / לפתוח,open / turn on,vocab_0052
qv19_0152,1,write_he_to_thai,כתוב בתאית: להדליק / לפתוח — open / turn on (bpoed²),Write in Thai: open / turn on — להדליק / לפתוח (bpoed²),เปิด,bpoed²,להדליק / לפתוח,open / turn on,vocab_0052
qv19_0153,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpoed² — להדליק / לפתוח / open / turn on,Write Thai from romanization: bpoed² — open / turn on / להדליק / לפתוח,เปิด,bpoed²,להדליק / לפתוח,open / turn on,vocab_0052
qv19_0154,1,mcq_read_meaning,מה המשמעות של ชอบ (chawb³)?,What does ชอบ (chawb³) mean?,ชอบ,chawb³,לאהוב / לחבב,like,vocab_0053
qv19_0155,1,write_he_to_thai,כתוב בתאית: לאהוב / לחבב — like (chawb³),Write in Thai: like — לאהוב / לחבב (chawb³),ชอบ,chawb³,לאהוב / לחבב,like,vocab_0053
qv19_0156,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: chawb³ — לאהוב / לחבב / like,Write Thai from romanization: chawb³ — like / לאהוב / לחבב,ชอบ,chawb³,לאהוב / לחבב,like,vocab_0053
qv19_0157,3,mcq_read_meaning,מה המשמעות של โรงเรียน (rong¹-rian¹)?,What does โรงเรียน (rong¹-rian¹) mean?,โรงเรียน,rong¹-rian¹,בית ספר,school,vocab_0054
qv19_0158,3,write_he_to_thai,כתוב בתאית: בית ספר — school (rong¹-rian¹),Write in Thai: school — בית ספר (rong¹-rian¹),โรงเรียน,rong¹-rian¹,בית ספר,school,vocab_0054
qv19_0159,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: rong¹-rian¹ — בית ספר / school,Write Thai from romanization: rong¹-rian¹ — school / בית ספר,โรงเรียน,rong¹-rian¹,בית ספר,school,vocab_0054
qv19_0160,1,mcq_read_meaning,מה המשמעות של เรียน (rian¹)?,What does เรียน (rian¹) mean?,เรียน,rian¹,ללמוד,study / learn,vocab_0055
qv19_0161,1,write_he_to_thai,כתוב בתאית: ללמוד — study / learn (rian¹),Write in Thai: study / learn — ללמוד (rian¹),เรียน,rian¹,ללמוד,study / learn,vocab_0055
qv19_0162,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: rian¹ — ללמוד / study / learn,Write Thai from romanization: rian¹ — study / learn / ללמוד,เรียน,rian¹,ללמוד,study / learn,vocab_0055
qv19_0163,1,mcq_read_meaning,מה המשמעות של โรง (rong¹)?,What does โรง (rong¹) mean?,โรง,rong¹,מקום מפגש,building / hall,vocab_0056
qv19_0164,1,write_he_to_thai,כתוב בתאית: מקום מפגש — building / hall (rong¹),Write in Thai: building / hall — מקום מפגש (rong¹),โรง,rong¹,מקום מפגש,building / hall,vocab_0056
qv19_0165,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: rong¹ — מקום מפגש / building / hall,Write Thai from romanization: rong¹ — building / hall / מקום מפגש,โรง,rong¹,מקום מפגש,building / hall,vocab_0056
qv19_0166,3,mcq_read_meaning,מה המשמעות של ขอโทษ (kaw⁵-tohd³)?,What does ขอโทษ (kaw⁵-tohd³) mean?,ขอโทษ,kaw⁵-tohd³,סליחה,sorry / excuse me,vocab_0057
qv19_0167,3,write_he_to_thai,כתוב בתאית: סליחה — sorry / excuse me (kaw⁵-tohd³),Write in Thai: sorry / excuse me — סליחה (kaw⁵-tohd³),ขอโทษ,kaw⁵-tohd³,סליחה,sorry / excuse me,vocab_0057
qv19_0168,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: kaw⁵-tohd³ — סליחה / sorry / excuse me,Write Thai from romanization: kaw⁵-tohd³ — sorry / excuse me / סליחה,ขอโทษ,kaw⁵-tohd³,סליחה,sorry / excuse me,vocab_0057
qv19_0169,1,mcq_read_meaning,מה המשמעות של คน (khon¹)?,What does คน (khon¹) mean?,คน,khon¹,אנשים,person / people,vocab_0058
qv19_0170,1,write_he_to_thai,כתוב בתאית: אנשים — person / people (khon¹),Write in Thai: person / people — אנשים (khon¹),คน,khon¹,אנשים,person / people,vocab_0058
qv19_0171,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: khon¹ — אנשים / person / people,Write Thai from romanization: khon¹ — person / people / אנשים,คน,khon¹,אנשים,person / people,vocab_0058
qv19_0172,1,mcq_read_meaning,מה המשמעות של เขียน (kian⁵)?,What does เขียน (kian⁵) mean?,เขียน,kian⁵,לכתוב,write,vocab_0059
qv19_0173,1,write_he_to_thai,כתוב בתאית: לכתוב — write (kian⁵),Write in Thai: write — לכתוב (kian⁵),เขียน,kian⁵,לכתוב,write,vocab_0059
qv19_0174,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: kian⁵ — לכתוב / write,Write Thai from romanization: kian⁵ — write / לכתוב,เขียน,kian⁵,לכתוב,write,vocab_0059
qv19_0175,4,mcq_read_meaning,מה המשמעות של ข้าวเหนียวมะม่วง (kaaw³-niaw³ ma¹-muang³)?,What does ข้าวเหนียวมะม่วง (kaaw³-niaw³ ma¹-muang³) mean?,ข้าวเหนียวมะม่วง,kaaw³-niaw³ ma¹-muang³,סטיקי רייס מנגו,mango sticky rice,vocab_0060
qv19_0176,4,write_he_to_thai,כתוב בתאית: סטיקי רייס מנגו — mango sticky rice (kaaw³-niaw³ ma¹-muang³),Write in Thai: mango sticky rice — סטיקי רייס מנגו (kaaw³-niaw³ ma¹-muang³),ข้าวเหนียวมะม่วง,kaaw³-niaw³ ma¹-muang³,סטיקי רייס מנגו,mango sticky rice,vocab_0060
qv19_0177,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: kaaw³-niaw³ ma¹-muang³ — סטיקי רייס מנגו / mango sticky rice,Write Thai from romanization: kaaw³-niaw³ ma¹-muang³ — mango sticky rice / סטיקי רייס מנגו,ข้าวเหนียวมะม่วง,kaaw³-niaw³ ma¹-muang³,סטיקי רייס מנגו,mango sticky rice,vocab_0060
qv19_0178,1,mcq_read_meaning,מה המשמעות של ผัด (pad²)?,What does ผัด (pad²) mean?,ผัด,pad²,מוקפץ,stir-fried,vocab_0061
qv19_0179,1,write_he_to_thai,כתוב בתאית: מוקפץ — stir-fried (pad²),Write in Thai: stir-fried — מוקפץ (pad²),ผัด,pad²,מוקפץ,stir-fried,vocab_0061
qv19_0180,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: pad² — מוקפץ / stir-fried,Write Thai from romanization: pad² — stir-fried / מוקפץ,ผัด,pad²,מוקפץ,stir-fried,vocab_0061
qv19_0181,1,mcq_read_meaning,מה המשמעות של ขอ (koh⁵)?,What does ขอ (koh⁵) mean?,ขอ,koh⁵,אפשר לקבל...,request / may I have,vocab_0062
qv19_0182,1,write_he_to_thai,כתוב בתאית: אפשר לקבל... — request / may I have (koh⁵),Write in Thai: request / may I have — אפשר לקבל... (koh⁵),ขอ,koh⁵,אפשר לקבל...,request / may I have,vocab_0062
qv19_0183,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: koh⁵ — אפשר לקבל... / request / may I have,Write Thai from romanization: koh⁵ — request / may I have / אפשר לקבל...,ขอ,koh⁵,אפשר לקבל...,request / may I have,vocab_0062
qv19_0184,5,mcq_read_meaning,מה המשמעות של เรียกว่าอะไร (riag³ a¹-rai¹?)?,What does เรียกว่าอะไร (riag³ a¹-rai¹?) mean?,เรียกว่าอะไร,riag³ a¹-rai¹?,איך קוראים ל...?,What is it called?,vocab_0063
qv19_0185,5,write_he_to_thai,כתוב בתאית: איך קוראים ל...? — What is it called? (riag³ a¹-rai¹?),Write in Thai: What is it called? — איך קוראים ל...? (riag³ a¹-rai¹?),เรียกว่าอะไร,riag³ a¹-rai¹?,איך קוראים ל...?,What is it called?,vocab_0063
qv19_0186,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: riag³ a¹-rai¹? — איך קוראים ל...? / What is it called?,Write Thai from romanization: riag³ a¹-rai¹? — What is it called? / איך קוראים ל...?,เรียกว่าอะไร,riag³ a¹-rai¹?,איך קוראים ל...?,What is it called?,vocab_0063
qv19_0187,5,mcq_read_meaning,מה המשמעות של คุณล่ะ (kun¹ la²)?,What does คุณล่ะ (kun¹ la²) mean?,คุณล่ะ,kun¹ la²,ואתה/ואת?,and you?,vocab_0064
qv19_0188,5,write_he_to_thai,כתוב בתאית: ואתה/ואת? — and you? (kun¹ la²),Write in Thai: and you? — ואתה/ואת? (kun¹ la²),คุณล่ะ,kun¹ la²,ואתה/ואת?,and you?,vocab_0064
qv19_0189,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: kun¹ la² — ואתה/ואת? / and you?,Write Thai from romanization: kun¹ la² — and you? / ואתה/ואת?,คุณล่ะ,kun¹ la²,ואתה/ואת?,and you?,vocab_0064
qv19_0190,3,mcq_read_meaning,מה המשמעות של เช่นกัน (chen¹-gan¹)?,What does เช่นกัน (chen¹-gan¹) mean?,เช่นกัน,chen¹-gan¹,אותו הדבר / גם אני,same / likewise,vocab_0065
qv19_0191,3,write_he_to_thai,כתוב בתאית: אותו הדבר / גם אני — same / likewise (chen¹-gan¹),Write in Thai: same / likewise — אותו הדבר / גם אני (chen¹-gan¹),เช่นกัน,chen¹-gan¹,אותו הדבר / גם אני,same / likewise,vocab_0065
qv19_0192,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: chen¹-gan¹ — אותו הדבר / גם אני / same / likewise,Write Thai from romanization: chen¹-gan¹ — same / likewise / אותו הדבר / גם אני,เช่นกัน,chen¹-gan¹,אותו הדבר / גם אני,same / likewise,vocab_0065
qv19_0193,3,mcq_read_meaning,מה המשמעות של ยินดี (yin¹-dii¹)?,What does ยินดี (yin¹-dii¹) mean?,ยินดี,yin¹-dii¹,ברוך הבא,welcome / pleased,vocab_0066
qv19_0194,3,write_he_to_thai,כתוב בתאית: ברוך הבא — welcome / pleased (yin¹-dii¹),Write in Thai: welcome / pleased — ברוך הבא (yin¹-dii¹),ยินดี,yin¹-dii¹,ברוך הבא,welcome / pleased,vocab_0066
qv19_0195,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: yin¹-dii¹ — ברוך הבא / welcome / pleased,Write Thai from romanization: yin¹-dii¹ — welcome / pleased / ברוך הבא,ยินดี,yin¹-dii¹,ברוך הבא,welcome / pleased,vocab_0066
qv19_0196,1,mcq_read_meaning,מה המשמעות של รู้ (ruu⁴)?,What does รู้ (ruu⁴) mean?,รู้,ruu⁴,לדעת (מידע),know,vocab_0067
qv19_0197,1,write_he_to_thai,כתוב בתאית: לדעת (מידע) — know (ruu⁴),Write in Thai: know — לדעת (מידע) (ruu⁴),รู้,ruu⁴,לדעת (מידע),know,vocab_0067
qv19_0198,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: ruu⁴ — לדעת (מידע) / know,Write Thai from romanization: ruu⁴ — know / לדעת (מידע),รู้,ruu⁴,לדעת (מידע),know,vocab_0067
qv19_0199,3,mcq_read_meaning,מה המשמעות של รู้จัก (ruu⁴-jag²)?,What does รู้จัก (ruu⁴-jag²) mean?,รู้จัก,ruu⁴-jag²,להכיר (אנשים/מקומות),know / be acquainted with,vocab_0068
qv19_0200,3,write_he_to_thai,כתוב בתאית: להכיר (אנשים/מקומות) — know / be acquainted with (ruu⁴-jag²),Write in Thai: know / be acquainted with — להכיר (אנשים/מקומות) (ruu⁴-jag²),รู้จัก,ruu⁴-jag²,להכיר (אנשים/מקומות),know / be acquainted with,vocab_0068
qv19_0201,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: ruu⁴-jag² — להכיר (אנשים/מקומות) / know / be acquainted with,Write Thai from romanization: ruu⁴-jag² — know / be acquainted with / להכיר (אנשים/מקומות),รู้จัก,ruu⁴-jag²,להכיר (אנשים/מקומות),know / be acquainted with,vocab_0068
